Heel to starboard degrees;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180
GZ m;0;0,011;0,023;0,034;0,045;0,057;0,069;0,08;0,092;0,104;0,116;0,129;0,141;0,154;0,167;0,181;0,195;0,209;0,223;0,238;0,254;0,27;0,286;0,299;0,311;0,32;0,328;0,334;0,339;0,342;0,345;0,346;0,347;0,347;0,346;0,344;0,342;0,339;0,335;0,331;0,326;0,321;0,315;0,308;0,301;0,293;0,285;0,276;0,266;0,256;0,246;0,235;0,223;0,211;0,199;0,186;0,172;0,158;0,144;0,13;0,115;0,099;0,084;0,068;0,051;0,035;0,018;0,001;-0,016;-0,033;-0,051;-0,068;-0,086;-0,104;-0,121;-0,139;-0,157;-0,175;-0,193;-0,21;-0,228;-0,245;-0,262;-0,279;-0,296;-0,313;-0,329;-0,345;-0,361;-0,376;-0,391;-0,406;-0,42;-0,434;-0,448;-0,461;-0,474;-0,487;-0,499;-0,511;-0,524;-0,536;-0,547;-0,559;-0,57;-0,581;-0,591;-0,601;-0,611;-0,62;-0,629;-0,637;-0,645;-0,652;-0,659;-0,665;-0,671;-0,676;-0,681;-0,686;-0,689;-0,693;-0,695;-0,697;-0,699;-0,699;-0,7;-0,699;-0,698;-0,696;-0,693;-0,689;-0,684;-0,678;-0,671;-0,664;-0,655;-0,645;-0,634;-0,622;-0,609;-0,595;-0,579;-0,563;-0,547;-0,529;-0,511;-0,493;-0,475;-0,457;-0,44;-0,422;-0,405;-0,387;-0,37;-0,353;-0,337;-0,32;-0,304;-0,288;-0,272;-0,256;-0,241;-0,226;-0,211;-0,197;-0,183;-0,169;-0,155;-0,141;-0,128;-0,114;-0,101;-0,088;-0,075;-0,063;-0,05;-0,038;-0,025;-0,012;0
